DriverName,DriverID,Rookie,DRFAvg,DTAvg,DTTAvg,DNFRate,TDNFRate,DriverElo,DriverTElo,DriverTTElo,DriverRitmo,PositionStart,StartVsField,TeamName,TeamID,TRP,TTP,TeamDNFRate,TeamElo,TeamTElo,TeamRitmo,TeamTrackAvgPitStops,TeamTrackAvgPittedCautionPCT,CarEngine,EngineID,EngineElo,EngineTElo,EngineTTElo,EventName,Track,TrackID,EventTrackType,EventTrackTypeID,TrackAvgCautions,TrackAvgCautionLaps,TrackTypeAvgCautions,TrackTypeAvgCautionLaps,TrackAvgSpeed,EventDate,EventDateFormatted,EventID,Era,EraID,Status,StatusID,FieldSize,TotalCautions,TotalCautionLaps,TotalLeadChanges,TotalRaceLaps,TrackLength,AvgRaceSpeed,FastestLapSpeed,AvgStintLength,StintVariance,FirstStopLap,FirstStopVSAvgFirstStop,PittedCautions,PitStops,PittedCautionPCT,TotalPitStops,PitStrategy,BestRacePosition,WorstRacePosition,LapsLed,Top5Laps,Top10Laps,PositionVolatility,position_lap1,PositionsGainedLap1,PositionsGainedPits,PositionsGainedCaution,BestLapSpeed,LapConsistency,PaceDeg,AvgPaceVSLeadPace,AvgPitTime,PitAvgTimeVSOverall,TrackAvgPitStops,FuelWindowEstimate,PositionFinish,NormalizedPositionFinish
Tony Kanaan,3648,0,0.595714286,0.142857143,0.286805999,0.05,0,1616.672308,1522.857143,1648.528291,0.45226406,6,0.285714286,Chip Ganassi Racing,9,0.515119048,0.396263463,0.4,1531.037513,1518,0.50115101,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,6,13,0,0,243,1.162179292,6,0,0,1,19.9438,4.921538168,-0.000128187,1.490468664,,,,,6,0.25
Will Power,3667,0,0.791904762,0.095238095,0.305150564,0.15,0,1597.549736,1525.904762,1654.353397,0.532805464,2,0.095238095,Team Penske,28,0.344642857,0.315852349,0.4,1686.876093,1512,0.336185321,,,Chevrolet,0,1622.459237,1516,1614.924925,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,1,5,59,250,250,0.815600895,3,-1,0,0,19.7446,4.466219486,0.000109623,1.362258257,,,,,2,0.05
Graham Rahal,3668,0,0.57,0.19047619,0.50013119,0.05,0,1606.464753,1519.809524,1567.704839,0.463621832,17,0.80952381,Rahal Letterman Lanigan Racing,24,0.57,0.511906552,0.05,1541.479786,1524,0.468239131,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,DNF,1,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,,,,,,,,,,,43.8652,,,37.2953,,,,,21,1
JR Hildebrand,3736,0,0.47,,0.414583333,0.277777778,,1512.303324,1500,1534.526105,0.511463522,3,0.142857143,Ed Carpenter Racing,15,0.620238095,0.359976327,0.45,1457.710287,1500,0.627039021,,,Chevrolet,0,1622.459237,1516,1614.924925,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,3,9,0,233,250,0.986731247,5,-2,0,0,8.0071,3.470557382,0.00292968,1.079165596,,,,,3,0.1
Takuma Sato,3811,0,0.566190476,0.666666667,0.654768809,0.2,0,1504.246777,1489.333333,1406.033471,0.577481143,18,0.857142857,Andretti Global,3,0.501785714,0.446191305,0.2,1525.983328,1494,0.511692701,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,DNF,1,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,6,15,0,0,8,1.890829166,13,5,0,0,20.2202,4.733255115,0.02001011,1.193850877,,,,,16,0.75
Sebastien Bourdais,4021,0,0.203809524,0.333333333,0.548750399,0.15,0,1647.964274,1510.666667,1543.008528,0.307730661,10,0.476190476,Dale Coyne Racing,11,0.418333333,0.725205019,0.25,1420.783803,1476,0.52208236,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,DNF,1,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,,,,,,,,,,,47.7472,,,,,,,,19,0.9
Charlie Kimball,4144,0,0.633809524,0.523809524,0.471208848,0.1,0,1543.35882,1498.47619,1549.198381,0.575211944,14,0.666666667,Chip Ganassi Racing,9,0.515119048,0.396263463,0.4,1531.037513,1518,0.50115101,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,5,14,0,3,154,1.249448095,10,4,0,-1,7.1521,4.6673069,-0.001104373,1.475108333,,,,,8,0.35
Josef Newgarden,4215,0,0.147142857,0.238095238,0.404873915,0.15,0,1668.923957,1516.761905,1608.177731,0.277200242,4,0.19047619,Team Penske,28,0.344642857,0.315852349,0.4,1686.876093,1512,0.336185321,,,Chevrolet,0,1622.459237,1516,1614.924925,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,1,10,2,216,248,2.24412806,2,2,0,0,19.8095,4.655874021,0.006237041,1.512759722,,,,,9,0.4
James Hinchcliffe,4216,0,0.396666667,0.80952381,0.435189837,0.05,0,1637.559363,1480.190476,1566.898449,0.342598116,11,0.523809524,Arrow McLaren,4,0.510952381,0.547002482,0.25,1559.363984,1482,0.453527187,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,5,15,0,14,201,2.370159043,9,2,0,-1,7.1732,5.421518346,0.00345259,1.630958411,,,,,12,0.55
Conor Daly,4218,0,0.679047619,0.714285714,0.837797619,0.25,0,1448.027628,1486.285714,1393.728024,0.694423509,20,0.952380952,A.J. Foyt Enterprises,1,0.73047619,0.669982339,0.4,1344.180451,1488,0.713726064,,,Chevrolet,0,1622.459237,1516,1614.924925,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,2,16,0,4,6,2.249325715,15,5,0,1,7.3446,132.4169308,-0.102697488,12.26355302,,,,,14,0.65
Simon Pagenaud,4276,0,0.127142857,0.047619048,0.370591464,0.05,0,1745.38128,1528.952381,1598.863129,0.196532753,5,0.238095238,Team Penske,28,0.344642857,0.315852349,0.4,1686.876093,1512,0.336185321,,,Chevrolet,0,1622.459237,1516,1614.924925,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,1,5,116,250,250,1.432413079,4,1,0,0,9.993,3.080894425,-8.44E-05,0.898294954,,,,,1,0
Carlos Munoz,4429,0,0.648571429,1,0.417055485,0.1,1,1543.182841,1468,1577.101142,0.553555016,19,0.904761905,A.J. Foyt Enterprises,1,0.73047619,0.669982339,0.4,1344.180451,1488,0.713726064,,,Chevrolet,0,1622.459237,1516,1614.924925,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,7,16,0,0,17,1.979013356,14,5,0,-1,7.0527,4.833650574,-0.001257252,1.476122222,,,,,10,0.45
Mikhail Aleshin,4504,0,0.625238095,0.761904762,0.546266234,0.15,0,1507.394935,1483.238095,1499.570781,0.562226008,7,0.333333333,Arrow McLaren,4,0.510952381,0.547002482,0.25,1559.363984,1482,0.453527187,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,DNF,1,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,,,,,,,,,,,47.926,,,41.4724,,,,,17,0.8
Ed Jones,4542,1,0.483333333,,,0,,1518.66832,1500,1500,0.502747253,16,0.761904762,Dale Coyne Racing,11,0.418333333,0.725205019,0.25,1420.783803,1476,0.52208236,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,Running,0,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,6,16,0,0,19,1.870718728,12,4,0,0,6.4536,4.619840603,-0.000135269,1.527519535,,,,,11,0.5
Max Chilton,4558,0,0.618571429,0.285714286,0.563690476,0.105263158,0,1440.99357,1513.714286,1490.920171,0.663729871,13,0.619047619,Chip Ganassi Racing,9,0.515119048,0.396263463,0.4,1531.037513,1518,0.50115101,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,DNF,1,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,,,,,,,,,,,45.5045,,,,,,,,20,0.95
Alexander Rossi,4587,0,0.424761905,0.619047619,0.447619048,0.105263158,0,1550.424203,1492.380952,1522.858596,0.489908413,15,0.714285714,Andretti Global,3,0.501785714,0.446191305,0.2,1525.983328,1494,0.511692701,,,Honda,1,1435.277155,1484,1385.075075,Desert Diamond West Valley Phoenix Grand Prix,Phoenix Raceway,10,Oval,0,4,44,4.25,35.41666667,141.5,4/30/2017,"Sunday, April 30, 2017",3703,DW12 Era 2012-2017,0,DNF,1,21,2,32,4,250,1.022,144,186.34,,,,,,,,,,7,15,0,0,117,1.714412356,11,4,0,0,20.2469,29.29824988,0.26080514,6.527802564,,,,,15,0.7
Marco Andretti,3608,0,0.686666667,0.583333333,0.474139799,0.1,0,1495.542322,1485.974978,1503.461689,0.657730148,11,0.5,Andretti Global,3,0.549166667,0.441259211,0.25,1507.535558,1487.939604,0.547243946,9,0.813762626,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,2.333333333,10.33333333,2.684210526,10.10526316,106.6666667,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,15,21,0,0,0,1.601240196,20,-9,0,0,14.73,8.279441161,-0.065116886,3.774829412,,,9.363636364,9.077669903,16,0.714285714
Helio Castroneves,3622,0,0.247142857,0.111111111,0.350276962,0.05,0,1689.939357,1568.770155,1621.722234,0.281625708,2,0.090909091,Team Penske,28,0.281785714,0.335679148,0.4,1698.606123,1553.131366,0.305154409,10.33333333,0.707070707,Chevrolet,0,1630.586538,1511.747134,1560.370785,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,1,5,24,85,85,1.103597377,2,0,0,0,16.7891,7.751224136,0.017691605,3.523727907,,,9.363636364,9.077669903,5,0.19047619
Scott Dixon,3628,0,0.252380952,0.402777778,0.307073828,0.2,0,1683.002243,1519.599594,1605.416691,0.297200718,4,0.181818182,Chip Ganassi Racing,9,0.526428571,0.432112691,0.45,1539.647148,1517.442542,0.4905425,9.5,0.736111111,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,2,6,0,84,85,0.639064442,3,1,0,0,15.4266,7.84862853,-0.002574098,3.370738824,,,9.363636364,9.077669903,2,0.047619048
Ryan Hunter-Reay,3645,0,0.438571429,0.263888889,0.303567617,0.15,0,1583.542867,1540.217258,1608.879004,0.485459934,8,0.363636364,Andretti Global,3,0.549166667,0.441259211,0.25,1507.535558,1487.939604,0.547243946,9,0.813762626,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,3,9,0,65,85,1.368206416,9,-1,0,0,70.8347,4.986152674,-0.00383071,4.108705882,,,9.363636364,9.077669903,3,0.095238095
Tony Kanaan,3648,0,0.474285714,0.541666667,0.500210239,0.05,0.333333333,1628.345982,1489.742119,1534.348284,0.418553357,12,0.545454545,Chip Ganassi Racing,9,0.526428571,0.432112691,0.45,1539.647148,1517.442542,0.4905425,9.5,0.736111111,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,16,22,0,0,0,1.250213029,22,-10,0,0,15.5583,9.459663809,-0.039074067,3.692629762,,,9.363636364,9.077669903,20,0.904761905
Will Power,3667,0,0.620952381,0.347222222,0.302508987,0.15,0,1623.750731,1524.589702,1582.733028,0.452337809,1,0.045454545,Team Penske,28,0.281785714,0.335679148,0.4,1698.606123,1553.131366,0.305154409,10.33333333,0.707070707,Chevrolet,0,1630.586538,1511.747134,1560.370785,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,1,6,61,84,85,0.817867693,1,0,0,0,16.8292,7.683502658,0.003214215,3.319337647,,,9.363636364,9.077669903,1,0
Graham Rahal,3668,0,0.57952381,0.333333333,0.392226943,0.1,0.333333333,1571.058282,1533.805657,1605.920355,0.553018265,20,0.909090909,Rahal Letterman Lanigan Racing,24,0.57952381,0.444701252,0.1,1515.038868,1528.991546,0.556866014,9,0.8375,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,2,17,0,6,46,4.243069815,16,4,0,0,70.7134,4.629338481,-0.010611218,4.242669412,,,9.363636364,9.077669903,6,0.238095238
JR Hildebrand,3736,0,0.44625,0.854166667,0.706666667,0.263157895,0,1543.042441,1457.42604,1444.318546,0.440670382,21,0.954545455,Ed Carpenter Racing,15,0.588809524,0.623807673,0.45,1478.554758,1459.302177,0.555864799,6,0.166666667,Chevrolet,0,1630.586538,1511.747134,1560.370785,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,12,21,0,0,0,2.123651744,21,0,0,0,15.2355,8.025082077,-0.056847644,3.524156471,,,9.363636364,9.077669903,14,0.619047619
Takuma Sato,3811,0,0.563809524,0.458333333,0.629916902,0.25,0,1494.10274,1505.765437,1459.162111,0.606234309,22,1,Andretti Global,3,0.549166667,0.441259211,0.25,1507.535558,1487.939604,0.547243946,9,0.813762626,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,11,20,0,0,0,2.656317453,17,5,0,0,70.3502,4.93817999,-0.012657146,3.926695294,,,9.363636364,9.077669903,12,0.523809524
Juan Pablo Montoya,4002,0,0.371428571,0.333333333,0.374151139,0.2,0,1611.294713,1531.635866,1602.019482,0.432929122,5,0.227272727,Team Penske,28,0.281785714,0.335679148,0.4,1698.606123,1553.131366,0.305154409,10.33333333,0.707070707,Chevrolet,0,1630.586538,1511.747134,1560.370785,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,5,12,0,17,64,2.379711161,5,0,0,0,70.6431,5.415321416,-0.008672817,4.461542353,,,9.363636364,9.077669903,10,0.428571429
Sebastien Bourdais,4021,0,0.345714286,0.402777778,0.512508329,0.2,0.333333333,1615.262265,1512.748786,1497.744608,0.406442296,6,0.272727273,Dale Coyne Racing,11,0.505952381,0.630555759,0.3,1416.832126,1489.129554,0.551735324,9,0.777777778,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,DNF,1,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,6,7,0,0,3,0.577350269,7,-1,0,0,71.079,2.121260729,,1.2175,,,9.363636364,9.077669903,22,1
Charlie Kimball,4144,0,0.656190476,0.166666667,0.420720073,0.1,0,1555.297733,1558.816022,1576.078009,0.53767659,19,0.863636364,Chip Ganassi Racing,9,0.526428571,0.432112691,0.45,1539.647148,1517.442542,0.4905425,9.5,0.736111111,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,DNF,1,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,6,20,0,0,2,3.610021893,18,1,0,0,71.1103,6.691109156,0.180022661,3.728446875,,,9.363636364,9.077669903,21,0.952380952
Josef Newgarden,4215,0,0.217619048,0.763888889,0.454856296,0.15,0,1666.412947,1453.775155,1593.879048,0.297666885,3,0.136363636,Team Penske,28,0.281785714,0.335679148,0.4,1698.606123,1553.131366,0.305154409,10.33333333,0.707070707,Chevrolet,0,1630.586538,1511.747134,1560.370785,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,2,13,0,63,66,3.32303732,4,-1,0,0,69.3888,6.086905417,0.0126092,4.541489412,,,9.363636364,9.077669903,11,0.476190476
James Hinchcliffe,4216,0,0.344761905,0.444444444,0.390203536,0.05,0.333333333,1628.17159,1514.533377,1583.655437,0.377165302,10,0.454545455,Arrow McLaren,4,0.465,0.504637054,0.25,1552.193636,1520.330026,0.490439384,9,0.888888889,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,7,20,0,0,18,2.502827533,11,-1,0,0,70.4877,4.912352765,-0.003945178,4.701788235,,,9.363636364,9.077669903,13,0.571428571
Conor Daly,4218,0,0.78047619,0.208333333,0.613435374,0.25,0,1449.110914,1519.170954,1475.256389,0.686954344,15,0.681818182,A.J. Foyt Enterprises,1,0.692857143,0.664987029,0.4,1359.007026,1475.626772,0.686438365,11,0.725,Chevrolet,0,1630.586538,1511.747134,1560.370785,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,8,18,0,0,26,3.596449929,12,3,0,0,16.2213,8.668343726,-0.042274738,3.807350588,,,9.363636364,9.077669903,17,0.761904762
Spencer Pigot,4232,0,0.783333333,0.416666667,0.616666667,0.153846154,0,1444.894458,1505.83762,1467.344623,0.71561011,16,0.727272727,Ed Carpenter Racing,15,0.588809524,0.623807673,0.45,1478.554758,1459.302177,0.555864799,6,0.166666667,Chevrolet,0,1630.586538,1511.747134,1560.370785,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,6,15,0,0,52,1.526149289,10,6,0,0,14.7944,8.675384833,-0.010457465,3.672210465,,,9.363636364,9.077669903,9,0.380952381
Simon Pagenaud,4276,0,0.07,0.333333333,0.252076087,0.05,0.333333333,1762.365809,1529.961261,1678.129676,0.163777268,7,0.318181818,Team Penske,28,0.281785714,0.335679148,0.4,1698.606123,1553.131366,0.305154409,10.33333333,0.707070707,Chevrolet,0,1630.586538,1511.747134,1560.370785,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,3,10,0,21,85,1.621632473,8,-1,0,0,19.0412,7.463745706,-0.005998672,3.497295294,,,9.363636364,9.077669903,4,0.142857143
Carlos Munoz,4429,0,0.643333333,0.638888889,0.560105814,0.1,0.333333333,1548.737744,1479.385702,1496.028007,0.536295318,18,0.818181818,A.J. Foyt Enterprises,1,0.692857143,0.664987029,0.4,1359.007026,1475.626772,0.686438365,11,0.725,Chevrolet,0,1630.586538,1511.747134,1560.370785,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,13,21,0,0,0,1.215870856,14,4,0,0,15.9372,8.029125649,-0.050904278,3.699795294,,,9.363636364,9.077669903,15,0.666666667
Mikhail Aleshin,4504,0,0.585238095,0.75,0.661390693,0.2,0.5,1493.771366,1471.548068,1449.602461,0.601887388,17,0.772727273,Arrow McLaren,4,0.465,0.504637054,0.25,1552.193636,1520.330026,0.490439384,9,0.888888889,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,11,20,0,0,0,2.498077287,15,2,0,0,4.8848,9.386003173,-0.055524202,3.754074118,,,9.363636364,9.077669903,18,0.80952381
Ed Jones,4542,1,0.4875,,0.75,0,,1523.237853,1500,1487.593644,0.501862891,13,0.590909091,Dale Coyne Racing,11,0.505952381,0.630555759,0.3,1416.832126,1489.129554,0.551735324,9,0.777777778,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,13,21,0,0,0,1.462624822,19,-6,0,0,5.5477,9.658997112,-0.081286543,3.872504762,,,9.363636364,9.077669903,19,0.857142857
Max Chilton,4558,0,0.722857143,0.541666667,0.693367347,0.15,0,1423.453959,1497.83762,1457.29265,0.712719405,14,0.636363636,Chip Ganassi Racing,9,0.526428571,0.432112691,0.45,1539.647148,1517.442542,0.4905425,9.5,0.736111111,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,6,13,0,0,64,2.133499643,13,1,0,0,70.8282,4.909094183,-0.007774633,4.262362353,,,9.363636364,9.077669903,7,0.285714286
Alexander Rossi,4587,0,0.498095238,0.375,0.440646259,0.15,0,1539.320372,1508.504287,1547.632657,0.525861479,9,0.409090909,Andretti Global,3,0.549166667,0.441259211,0.25,1507.535558,1487.939604,0.547243946,9,0.813762626,Honda,1,1427.149854,1488.252866,1455.629215,INDYCAR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.75,7.75,2.55,9.6,110,5/13/2017,"Saturday, May 13, 2017",3707,DW12 Era 2012-2017,0,Running,0,22,0,0,4,85,2.439,120,126.539,,,,,,,,,,6,11,0,0,84,1.248752879,6,3,0,0,17.8161,7.749984087,-0.009056163,3.628596512,,,9.363636364,9.077669903,8,0.333333333
Marco Andretti,3608,0,0.762857143,0.208333333,0.440829,0.1,0,1488.639735,1549.09402,1527.522247,0.667156082,8,0.242424242,Andretti Global,3,0.565833333,0.457808334,0.25,1517.822389,1539.235948,0.525481051,6.285714286,0.108843537,Honda,1,1419.576715,1470.681733,1378.345497,101st Running of the Indianapolis 500,Indianapolis Motor Speedway,4,Oval,0,5.666666667,38,4.25,35.41666667,171.3333333,5/28/2017,"Sunday, May 28, 2017",3740,DW12 Era 2012-2017,0,Running,0,33,11,50,35,200,2.5,155,226.19,,,,,,,,,,6,26,0,0,105,5.516715121,8,0,0,3,18.3895,6.158353437,0.014801855,3.083272185,,,6.524590164,30.65326633,8,0.21875
